COHORT,OPEID,NAME,TYPE,CIPCODE,CIPDESC,CREDLEV,CREDDESC,COUNT,DEBTMEDIAN,DEBTMEAN,IPEDSCOUNT,FIELD
2016_2017,3258,DUQUESNE UNIVERSITY OF THE HOLY SPIRIT,PRIVATE,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,29,44172,50378,45,Education
2016_2017,41618,BRANDMAN UNIVERSITY,PRIVATE,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,95,51834,50142,126,Education
2016_2017,1151,SAN DIEGO STATE UNIVERSITY,PUBLIC,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,34,49313,50104,123,Education
2016_2017,3794,SAINT MARTIN'S UNIVERSITY,PRIVATE,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,26,46751,50005,38,Education
2016_2017,3010,ANTIOCH UNIVERSITY,PRIVATE,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,37,46400,49627,67,Education
2016_2017,1881,ASHFORD UNIVERSITY,PROPRIETARY,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,301,37354,49262,360,Education
2016_2017,2667,DOWLING COLLEGE,PRIVATE,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,PrivacySuppressed,PrivacySuppressed,49187,NULL,Education
2016_2017,3378,UNIVERSITY OF PENNSYLVANIA,PRIVATE,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,111,43801,49157,139,Education
2016_2017,1005,ALABAMA STATE UNIVERSITY,PUBLIC,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,28,49870,48993,44,Education
2016_2017,2905,NORTH CAROLINA AGRICULTURAL & TECHNICAL STATE UNIV,PUBLIC,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",8,Graduate/Professional Certificate,PrivacySuppressed,PrivacySuppressed,48785,NULL,Education
2016_2017,2823,SAINT JOHN'S UNIVERSITY,PRIVATE,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,60,45002,48657,149,Education
2016_2017,1775,UNIVERSITY OF ILLINOIS AT URBANA-CHAMPAIGN,PUBLIC,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,13,PrivacySuppressed,48516,27,Education
2016_2017,3765,NORFOLK STATE UNIVERSITY,PUBLIC,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,85,51250,48486,105,Education
2016_2017,2354,HAMLINE UNIVERSITY,PRIVATE,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,96,38174,48188,182,Education
2016_2017,1671,DEPAUL UNIVERSITY,PRIVATE,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,106,46854,47382,254,Education
2016_2017,1960,SPALDING UNIVERSITY,PRIVATE,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,12,PrivacySuppressed,47018,16,Education
2016_2017,35103,ERIKSON INSTITUTE,PRIVATE,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,19,PrivacySuppressed,46767,31,Education
2016_2017,2536,UNIVERSITY OF MONTANA (THE),PUBLIC,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,PrivacySuppressed,PrivacySuppressed,46621,NULL,Education
2016_2017,1164,CHAPMAN UNIVERSITY,PRIVATE,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",8,Graduate/Professional Certificate,PrivacySuppressed,PrivacySuppressed,46353,NULL,Education
2016_2017,1509,NOVA SOUTHEASTERN UNIVERSITY,PRIVATE,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,148,30750,46306,263,Education
2016_2017,1243,MOUNT SAINT MARY'S UNIVERSITY,PRIVATE,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,PrivacySuppressed,41000,46000,0,Education
2016_2017,4508,UNIVERSITY OF COLORADO DENVER,PUBLIC,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,49,37569,45662,81,Education
2016_2017,1580,MERCER UNIVERSITY,PRIVATE,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,219,44417,45606,271,Education
2016_2017,1164,CHAPMAN UNIVERSITY,PRIVATE,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,42,46792,45605,86,Education
2016_2017,11711,UNIVERSITY OF HOUSTON - CLEAR LAKE,PUBLIC,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,12,PrivacySuppressed,45272,26,Education
2016_2017,9192,SIERRA NEVADA COLLEGE,PRIVATE,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,70,41000,45132,102,Education
2016_2017,1577,KENNESAW STATE UNIVERSITY,PUBLIC,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",6,Doctoral Degree,PrivacySuppressed,40750,44968,25,Education
2016_2017,1544,ALBANY STATE UNIVERSITY,PUBLIC,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,51,44146,44953,57,Education
2016_2017,3290,LINCOLN UNIVERSITY,PUBLIC,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,PrivacySuppressed,42039,44753,30,Education
2016_2017,1002,ALABAMA AGRICULTURAL & MECHANICAL UNIVERSITY,PUBLIC,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,43,45261,44636,48,Education
2016_2017,1749,ROOSEVELT UNIVERSITY,PRIVATE,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,44,41000,44309,91,Education
2016_2017,1255,PACIFIC OAKS COLLEGE,PRIVATE,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,95,41000,44068,119,Education
2016_2017,2732,HOFSTRA UNIVERSITY,PRIVATE,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,31,39719,44026,54,Education
2016_2017,1776,UNIVERSITY OF ILLINOIS AT CHICAGO,PUBLIC,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,12,PrivacySuppressed,44002,19,Education
2016_2017,1020,JACKSONVILLE STATE UNIVERSITY,PUBLIC,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,47,43250,43941,85,Education
2016_2017,2397,BELHAVEN UNIVERSITY,PRIVATE,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,PrivacySuppressed,43322,43844,42,Education
2016_2017,3296,MARYWOOD UNIVERSITY,PRIVATE,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,20,50853,43587,31,Education
2016_2017,8310,AUBURN UNIVERSITY MONTGOMERY,PUBLIC,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,44,45361,43481,64,Education
2016_2017,2705,COLLEGE OF SAINT ROSE,PRIVATE,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,38,41000,43377,43,Education
2016_2017,1767,BENEDICTINE UNIVERSITY,PRIVATE,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,11,PrivacySuppressed,42930,27,Education
2016_2017,3790,SEATTLE UNIVERSITY,PRIVATE,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,114,39660,42868,180,Education
2016_2017,3321,EDINBORO UNIVERSITY OF PENNSYLVANIA,PUBLIC,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,53,40930,42843,83,Education
2016_2017,2424,MISSISSIPPI VALLEY STATE UNIVERSITY,PUBLIC,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,10,PrivacySuppressed,42767,19,Education
2016_2017,3084,MUSKINGUM UNIVERSITY,PRIVATE,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,11,PrivacySuppressed,42510,38,Education
2016_2017,3244,CHATHAM UNIVERSITY,PRIVATE,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,PrivacySuppressed,41000,42500,24,Education
2016_2017,2050,UNIVERSITY OF NEW ENGLAND,PRIVATE,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",6,Doctoral Degree,PrivacySuppressed,43790,42300,NULL,Education
2016_2017,1815,INDIANA UNIVERSITY - NORTHWEST,PUBLIC,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,10,PrivacySuppressed,42292,18,Education
2016_2017,3303,CARLOW UNIVERSITY,PRIVATE,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,32,40999,42255,47,Education
2016_2017,25042,WALDEN UNIVERSITY,PROPRIETARY,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,242,41000,42183,505,Education
2016_2017,3005,UNIVERSITY OF NORTH DAKOTA,PUBLIC,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",6,Doctoral Degree,19,PrivacySuppressed,42148,39,Education
2016_2017,2666,ADELPHI UNIVERSITY,PRIVATE,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,13,PrivacySuppressed,42144,18,Education
2016_2017,3371,TEMPLE UNIVERSITY,PRIVATE,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",8,Graduate/Professional Certificate,PrivacySuppressed,41000,42108,NULL,Education
2016_2017,10149,PEPPERDINE UNIVERSITY,PRIVATE,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,100,41000,41933,154,Education
2016_2017,2782,NEW YORK INSTITUTE OF TECHNOLOGY,PRIVATE,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,11,PrivacySuppressed,41739,22,Education
2016_2017,2329,WAYNE STATE UNIVERSITY,PUBLIC,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,74,35605,41690,130,Education
2016_2017,3152,UNIVERSITY OF CENTRAL OKLAHOMA,PUBLIC,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,35,41114,41686,77,Education
2016_2017,2905,NORTH CAROLINA AGRICULTURAL & TECHNICAL STATE UNIV,PUBLIC,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,26,40078,41526,52,Education
2016_2017,2243,CENTRAL MICHIGAN UNIVERSITY,PUBLIC,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",8,Graduate/Professional Certificate,PrivacySuppressed,PrivacySuppressed,41459,NULL,Education
2016_2017,3032,CLEVELAND STATE UNIVERSITY,PUBLIC,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,55,40896,41414,81,Education
2016_2017,1024,UNIVERSITY OF WEST ALABAMA,PUBLIC,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,346,38266,41045,608,Education
2016_2017,4938,SOUTH COLLEGE,PROPRIETARY,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,17,PrivacySuppressed,41029,21,Education
2016_2017,13022,CITY UNIVERSITY OF SEATTLE,PRIVATE,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,72,41000,40903,88,Education
2016_2017,1574,GEORGIA STATE UNIVERSITY,PUBLIC,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,71,41000,40877,96,Education
2016_2017,1434,AMERICAN UNIVERSITY (THE),PRIVATE,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,34,40750,40792,62,Education
2016_2017,1580,MERCER UNIVERSITY,PRIVATE,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",8,Graduate/Professional Certificate,38,32750,40704,44,Education
2016_2017,1610,UNIVERSITY OF HAWAII AT MANOA,PUBLIC,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",8,Graduate/Professional Certificate,PrivacySuppressed,PrivacySuppressed,40574,NULL,Education
2016_2017,3479,BELMONT UNIVERSITY,PRIVATE,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,26,35711,40336,48,Education
2016_2017,10286,SUNY EMPIRE STATE COLLEGE,PUBLIC,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,16,PrivacySuppressed,40294,79,Education
2016_2017,1090,ARKANSAS STATE UNIVERSITY,PUBLIC,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,19,PrivacySuppressed,40283,25,Education
2016_2017,32673,CAPELLA UNIVERSITY,PROPRIETARY,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,203,36506,40196,347,Education
2016_2017,9769,METROPOLITAN COLLEGE OF NEW YORK,PRIVATE,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,20,39778,40072,37,Education
2016_2017,2732,HOFSTRA UNIVERSITY,PRIVATE,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",8,Graduate/Professional Certificate,12,PrivacySuppressed,39882,56,Education
2016_2017,2671,BARD COLLEGE,PRIVATE,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,16,PrivacySuppressed,39839,35,Education
2016_2017,2975,UNIVERSITY OF NORTH CAROLINA - CHARLOTTE,PUBLIC,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,153,38391,39762,265,Education
2016_2017,13231,UNIVERSITY OF HOUSTON - VICTORIA,PUBLIC,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,10,PrivacySuppressed,39741,24,Education
2016_2017,3745,UNIVERSITY OF VIRGINIA,PUBLIC,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,PrivacySuppressed,34982,39728,NULL,Education
2016_2017,1302,SAINT MARY'S COLLEGE OF CALIFORNIA,PRIVATE,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,41,41000,39639,117,Education
2016_2017,2208,SIMMONS UNIVERSITY,PRIVATE,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,44,34738,39616,65,Education
2016_2017,2837,STATE UNIVERSITY OF NEW YORK AT BUFFALO,PUBLIC,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,35,36500,39476,47,Education
2016_2017,2345,UNIVERSITY OF SAINT THOMAS,PRIVATE,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,30,37811,39452,82,Education
2016_2017,11649,LOYOLA MARYMOUNT UNIVERSITY,PRIVATE,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,83,41000,39406,185,Education
2016_2017,3219,SOUTHERN OREGON UNIVERSITY,PUBLIC,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,95,37090,39346,163,Education
2016_2017,2772,MERCY COLLEGE,PRIVATE,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,282,37129,39341,516,Education
2016_2017,2021,NORTHWESTERN STATE UNIVERSITY,PUBLIC,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,65,40773,39222,122,Education
2016_2017,2062,BOWIE STATE UNIVERSITY,PUBLIC,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,10,PrivacySuppressed,39204,16,Education
2016_2017,3223,UNIVERSITY OF OREGON,PUBLIC,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,114,40116,39000,176,Education
2016_2017,1605,CHAMINADE UNIVERSITY OF HONOLULU,PRIVATE,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,38,37332,38994,91,Education
2016_2017,2669,BANK STREET COLLEGE OF EDUCATION,PRIVATE,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,50,40643,38936,97,Education
2016_2017,1556,BRENAU UNIVERSITY,PRIVATE,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,46,39766,38851,89,Education
2016_2017,1057,UNIVERSITY OF SOUTH ALABAMA,PUBLIC,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,50,34444,38791,90,Education
2016_2017,2613,NEW JERSEY CITY UNIVERSITY,PUBLIC,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,19,PrivacySuppressed,38769,34,Education
2016_2017,3529,UNIVERSITY OF TENNESSEE - CHATTANOOGA,PUBLIC,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,61,30750,38727,89,Education
2016_2017,1047,TROY UNIVERSITY,PUBLIC,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,136,35652,38713,222,Education
2016_2017,2591,PLYMOUTH STATE UNIVERSITY OF THE UNIVERSITY SYSTEM,PUBLIC,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,16,PrivacySuppressed,38640,53,Education
2016_2017,4586,PURDUE UNIVERSITY GLOBAL,PUBLIC,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,260,39180,38577,282,Education
2016_2017,2160,LESLEY UNIVERSITY,PRIVATE,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,174,37272,38216,293,Education
2016_2017,1598,UNIVERSITY OF GEORGIA,PUBLIC,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,61,39088,38205,125,Education
2016_2017,2580,SOUTHERN NEW HAMPSHIRE UNIVERSITY,PRIVATE,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,55,36900,38140,61,Education
2016_2017,7540,MISSOURI BAPTIST UNIVERSITY,PRIVATE,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,89,40480,38130,123,Education
2016_2017,3216,PORTLAND STATE UNIVERSITY,PUBLIC,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,PrivacySuppressed,PrivacySuppressed,38111,22,Education
2016_2017,2015,UNIVERSITY OF NEW ORLEANS (THE),PUBLIC,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,29,35707,38038,83,Education
2016_2017,1444,GEORGE WASHINGTON UNIVERSITY,PRIVATE,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,32,38917,37919,67,Education
2016_2017,1537,UNIVERSITY OF SOUTH FLORIDA,PUBLIC,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,87,35841,37877,144,Education
2016_2017,2327,UNIVERSITY OF MICHIGAN - FLINT,PUBLIC,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,36,39190,37835,46,Education
2016_2017,2480,LINDENWOOD UNIVERSITY,PRIVATE,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,58,34688,37743,106,Education
2016_2017,1363,REGIS UNIVERSITY,PRIVATE,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,PrivacySuppressed,PrivacySuppressed,37720,5,Education
2016_2017,3275,HOLY FAMILY UNIVERSITY,PRIVATE,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,55,37826,37678,87,Education
2016_2017,3191,CONCORDIA UNIVERSITY,PRIVATE,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,238,40025,37600,317,Education
2016_2017,3804,WHITWORTH UNIVERSITY,PRIVATE,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,88,41000,37380,112,Education
2016_2017,20530,LIBERTY UNIVERSITY,PRIVATE,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,444,34767,37256,738,Education
2016_2017,3785,PACIFIC LUTHERAN UNIVERSITY,PRIVATE,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,70,38748,37181,81,Education
2016_2017,3225,WARNER PACIFIC UNIVERSITY,PRIVATE,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,15,PrivacySuppressed,37039,20,Education
2016_2017,3535,VANDERBILT UNIVERSITY,PRIVATE,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,32,33656,36902,76,Education
2016_2017,3777,HERITAGE UNIVERSITY,PRIVATE,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,126,36809,36901,142,Education
2016_2017,3594,UNIVERSITY OF NORTH TEXAS,PUBLIC,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",8,Graduate/Professional Certificate,PrivacySuppressed,PrivacySuppressed,36836,NULL,Education
2016_2017,2547,GRACE UNIVERSITY,PRIVATE,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,10,PrivacySuppressed,36801,16,Education
2016_2017,3531,UNIVERSITY OF TENNESSEE - MARTIN,PUBLIC,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,32,30263,36776,44,Education
2016_2017,3586,LUBBOCK CHRISTIAN UNIVERSITY,PRIVATE,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,10,PrivacySuppressed,36756,14,Education
2016_2017,2609,ROWAN UNIVERSITY,PUBLIC,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,22,37614,36721,47,Education
2016_2017,1081,ARIZONA STATE UNIVERSITY,PUBLIC,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,242,31300,36686,299,Education
2016_2017,3428,COLLEGE OF CHARLESTON,PUBLIC,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,39,36674,36677,57,Education
2016_2017,1350,COLORADO STATE UNIVERSITY,PUBLIC,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,PrivacySuppressed,30804,36618,0,Education
2016_2017,7279,HAWAII PACIFIC UNIVERSITY,PRIVATE,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,30,41000,36499,57,Education
2016_2017,1768,SAINT XAVIER UNIVERSITY,PRIVATE,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,36,35960,36384,56,Education
2016_2017,3639,TEXAS A&M UNIVERSITY - KINGSVILLE,PUBLIC,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,PrivacySuppressed,32865,36367,25,Education
2016_2017,3367,SAINT JOSEPH'S UNIVERSITY,PRIVATE,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,75,34100,36251,128,Education
2016_2017,1748,ROCKFORD UNIVERSITY,PRIVATE,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,11,PrivacySuppressed,36206,36,Education
2016_2017,3316,CALIFORNIA UNIVERSITY OF PENNSYLVANIA,PUBLIC,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,41,41000,36199,45,Education
2016_2017,2779,NAZARETH COLLEGE OF ROCHESTER,PRIVATE,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,44,35650,36196,77,Education
2016_2017,3144,XAVIER UNIVERSITY,PRIVATE,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,42,31615,36141,115,Education
2016_2017,2791,PACE UNIVERSITY,PRIVATE,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,56,35110,36121,241,Education
2016_2017,2540,COLLEGE OF SAINT MARY,PRIVATE,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,63,37200,36074,82,Education
2016_2017,11161,TEXAS A&M UNIVERSITY - CORPUS CHRISTI,PUBLIC,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,19,PrivacySuppressed,36065,36,Education
2016_2017,2017,MCNEESE STATE UNIVERSITY,PUBLIC,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,23,34486,36008,38,Education
2016_2017,1976,MOREHEAD STATE UNIVERSITY,PUBLIC,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,38,28833,35931,82,Education
2016_2017,1101,UNIVERSITY OF ARKANSAS AT LITTLE ROCK,PUBLIC,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,37,40765,35930,80,Education
2016_2017,3923,UNIVERSITY OF WISCONSIN - RIVER FALLS,PUBLIC,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,20,33111,35878,116,Education
2016_2017,3788,SEATTLE PACIFIC UNIVERSITY,PRIVATE,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,85,32153,35872,129,Education
2016_2017,1610,UNIVERSITY OF HAWAII AT MANOA,PUBLIC,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,41,34108,35833,74,Education
2016_2017,3131,UNIVERSITY OF TOLEDO,PUBLIC,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,36,34574,35740,67,Education
2016_2017,8155,EVERGREEN STATE COLLEGE (THE),PUBLIC,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,35,39393,35724,45,Education
2016_2017,1051,UNIVERSITY OF ALABAMA,PUBLIC,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,50,29877,35633,100,Education
2016_2017,1707,LEWIS UNIVERSITY,PRIVATE,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,12,PrivacySuppressed,35516,47,Education
2016_2017,3724,MARYMOUNT UNIVERSITY,PRIVATE,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,46,35231,35420,100,Education
2016_2017,3210,OREGON STATE UNIVERSITY,PUBLIC,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,PrivacySuppressed,37643,35400,74,Education
2016_2017,2498,PARK UNIVERSITY,PRIVATE,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,11,PrivacySuppressed,35332,21,Education
2016_2017,3194,GEORGE FOX UNIVERSITY,PRIVATE,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,139,35500,35331,179,Education
2016_2017,7948,WILMINGTON UNIVERSITY,PRIVATE,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,54,33181,35292,124,Education
2016_2017,1809,INDIANA UNIVERSITY - BLOOMINGTON,PUBLIC,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,19,PrivacySuppressed,35179,123,Education
2016_2017,2954,UNIVERSITY OF NORTH CAROLINA AT PEMBROKE,PUBLIC,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,12,PrivacySuppressed,35052,38,Education
2016_2017,2810,SAGE COLLEGES,PRIVATE,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,11,PrivacySuppressed,34950,17,Education
2016_2017,3800,WASHINGTON STATE UNIVERSITY,PUBLIC,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,79,35666,34943,106,Education
2016_2017,1065,UNIVERSITY OF ALASKA SOUTHEAST,PUBLIC,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",8,Graduate/Professional Certificate,PrivacySuppressed,PrivacySuppressed,34935,NULL,Education
2016_2017,2415,MISSISSIPPI COLLEGE,PRIVATE,1312,"Teacher Education and Professional Development, Specific Levels and Methods.",5,Master's Degree,59,34235,34932,92,Education
